open_time,trade_id,direction,entry_price,exit_price,pnl_usd,exit_reason,grade,hour,day_of_week,session,m15_atr,m15_atr_ratio,m15_rsi,m15_vol_z,m15_body_ratio,m15_spread,vol_spike,vol_abnormal,h4_trend,h4_ema20,h4_rsi,h4_atr,counter_trend,h4_trend_strength,h4_consec_bear,h4_consec_bull,price_extension,group
2024-06-26 08:15:00+00:00,934,SHORT,2316.3199999999997,2309.958586726847,171.76,TP,B,8,Wednesday,London,225.8,0.84,42.9,-0.75,0.65,15.0,False,False,DOWN,2326.63,38.8,977.6,False,293.5,2,0,1.13,WIN
2024-06-26 15:45:00+00:00,936,SHORT,2310.1099999999997,2297.156522351686,323.84,TP,A+,15,Wednesday,NY,334.9,1.29,44.0,1.47,0.89,15.0,False,False,DOWN,2325.06,33.6,1002.3,False,389.2,3,0,1.49,WIN
2024-07-01 13:00:00+00:00,941,LONG,2329.0400000000004,2335.8198659644995,183.06,TP,B,13,Monday,NY,235.6,1.14,59.9,-0.6,0.64,15.0,False,False,DOWN,2323.49,54.2,1000.6,True,35.6,0,2,0.39,WIN
2024-07-03 09:15:00+00:00,943,LONG,2335.36,2339.823908635254,232.12,TP,A+,9,Wednesday,London,165.8,0.8,68.3,1.51,0.49,15.0,False,False,UP,2329.07,65.3,984.7,False,177.6,0,4,1.58,WIN
2024-07-10 09:15:00+00:00,953,LONG,2369.75,2375.5805253445264,279.87,TP,A+,9,Wednesday,London,181.7,0.84,59.5,0.99,0.66,15.0,False,False,UP,2364.58,58.2,999.0,False,1192.0,0,4,0.83,WIN
2024-07-19 14:00:00+00:00,963,SHORT,2412.3199999999997,2403.2812140662154,171.74,TP,B,14,Friday,NY,346.4,0.99,34.0,-0.51,0.04,15.0,False,False,UP,2439.68,32.7,1408.5,True,1432.9,7,0,2.55,WIN
2024-07-22 13:45:00+00:00,964,SHORT,2406.8399999999997,2399.8542708348496,167.66,TP,B,13,Monday,NY,269.5,1.02,59.4,-0.5,0.02,15.0,False,False,UP,2422.24,31.6,1341.0,True,444.1,3,0,2.08,WIN
2024-08-06 15:00:00+00:00,974,SHORT,2410.5899999999997,2396.277482172294,329.19,TP,A+,15,Tuesday,NY,368.7,0.94,49.3,1.44,0.06,15.0,False,False,UP,2419.09,42.9,2295.7,True,299.4,1,0,1.14,WIN
2024-08-09 09:15:00+00:00,976,LONG,2418.28,2424.9198183874387,166.0,TP,B,9,Friday,London,253.9,0.82,38.7,0.29,0.01,15.0,False,False,UP,2410.44,57.8,1549.4,False,164.3,0,1,0.91,WIN
2024-08-12 14:45:00+00:00,979,LONG,2441.6000000000004,2447.7431945703597,178.15,TP,B,14,Monday,NY,223.3,0.97,58.7,-0.92,0.53,15.0,False,False,UP,2423.14,64.7,1349.2,False,815.3,0,3,1.58,WIN
2024-08-15 15:30:00+00:00,982,SHORT,2453.23,2442.77,261.5,TP,A+,15,Thursday,NY,343.8,1.61,40.9,3.79,0.81,15.0,False,True,UP,2451.65,45.9,1424.1,True,970.3,1,0,0.74,WIN
2024-08-16 15:00:00+00:00,984,LONG,2472.7000000000003,2478.697934055375,179.94,TP,A+,15,Friday,NY,293.7,1.37,75.6,1.69,0.17,15.0,False,False,UP,2457.42,68.1,1543.8,False,1237.1,0,2,2.22,WIN
2024-08-20 09:15:00+00:00,987,LONG,2505.09,2513.29,278.8,TP,A+,9,Tuesday,London,269.3,1.1,57.0,0.93,0.93,15.0,False,False,UP,2488.67,69.2,1424.5,False,2570.8,0,1,2.19,WIN
2024-08-21 10:00:00+00:00,989,SHORT,2515.7099999999996,2509.328435254417,197.83,TP,A+,10,Wednesday,London,295.2,0.99,49.6,0.82,0.42,15.0,False,False,UP,2500.08,57.0,1345.9,True,2515.0,1,0,0.54,WIN
2024-08-26 08:00:00+00:00,995,LONG,2510.32,2516.9459947675996,225.28,TP,B,8,Monday,London,206.5,0.61,44.6,-1.09,0.32,15.0,False,False,UP,2504.99,65.5,1194.4,False,1187.9,0,1,1.61,WIN
2024-08-28 13:00:00+00:00,998,SHORT,2507.1099999999997,2500.8288920713626,182.15,TP,B,13,Wednesday,NY,245.9,1.14,39.5,-1.02,0.84,15.0,False,False,UP,2510.91,44.4,1162.6,True,1016.7,3,0,0.88,WIN
2024-09-05 10:15:00+00:00,1003,LONG,2506.25,2512.9857519148836,215.54,TP,B,10,Thursday,London,224.1,1.1,71.3,0.37,0.9,15.0,False,False,DOWN,2497.83,56.9,1179.0,True,382.8,0,1,1.43,WIN
2024-09-10 15:00:00+00:00,1006,LONG,2506.7900000000004,2513.7292509195395,319.21,TP,A+,15,Tuesday,NY,209.2,1.13,58.0,1.13,0.74,15.0,False,False,DOWN,2504.03,57.6,1070.5,True,73.4,0,2,0.91,WIN
